,us2y10y,VIX,emRet,rr,fxVol
2021-07-16,-1.0757999999999999,17.01,-659.33,0.33,5.96
2021-07-19,-1.0688,18.45,-655.25,0.33,6.02
2021-07-20,-0.9732000000000001,22.5,-644.14,0.5675,6.23
2021-07-21,-1.0222,19.73,-641.16,0.545,6.3
2021-07-22,-1.0806,17.91,-641.74,0.485,6.1
2021-07-23,-1.0785,17.69,-648.86,0.455,6.07
2021-07-26,-1.0782,17.2,-641.53,0.39,6.02
2021-07-27,-1.0955000000000001,17.58,-626.4,0.36,6.0
2021-07-28,-1.0376,19.36,-612.95,0.5125,6.05
2021-07-29,-1.0311,18.31,-620.72,0.475,6.15
2021-07-30,-1.0658,17.7,-634.05,0.4475,6.01
2021-08-02,-1.0384,18.24,-625.49,0.4425,6.0
2021-08-03,-1.0051,19.46,-633.05,0.4475,5.95
2021-08-04,-1.0019,18.04,-633.58,0.465,5.93
2021-08-05,-1.0018,17.97,-638.39,0.48,5.98
2021-08-06,-1.0255,17.28,-636.55,0.36,6.03
2021-08-09,-1.0886,16.15,-632.86,0.3275,5.92
2021-08-10,-1.1034000000000002,16.72,-633.72,0.2875,5.95
2021-08-11,-1.1107,16.79,-636.78,0.205,5.95
2021-08-12,-1.1117000000000001,16.06,-635.53,0.205,5.92
2021-08-13,-1.1362999999999999,15.59,-632.37,0.2025,5.76
2021-08-16,-1.0695999999999999,15.45,-627.47,0.255,5.67
2021-08-17,-1.0557999999999998,16.12,-623.36,0.3625,5.75
2021-08-18,-1.0484,17.91,-615.61,0.325,5.95
2021-08-19,-1.0428,21.57,-618.5,0.2975,5.88
2021-08-20,-1.0237,21.67,-604.2,0.3,6.11
2021-08-23,-1.0309,18.56,-598.51,0.2925,6.09
2021-08-24,-1.0275,17.15,-606.78,0.3025,5.96
2021-08-25,-1.0712000000000002,17.22,-622.73,0.285,5.94
2021-08-26,-1.1004,16.79,-625.37,0.265,5.86
2021-08-27,-1.1085,18.84,-620.92,0.2325,5.83
2021-08-30,-1.0918999999999999,16.39,-624.13,0.2225,5.97
2021-08-31,-1.0771,16.19,-630.38,0.225,5.82
2021-09-01,-1.0995,16.48,-641.86,0.2275,5.85
2021-09-02,-1.0842,16.11,-643.73,0.185,5.87
2021-09-03,-1.0779,16.41,-643.49,0.1625,5.84
2021-09-06,-1.1162,16.41,-645.48,0.1575,5.76
2021-09-07,-1.1162,16.41,-649.69,0.16,5.68
2021-09-08,-1.1531,18.14,-650.35,0.16,5.66
2021-09-09,-1.1214,17.96,-644.55,0.1275,5.79
2021-09-10,-1.0847,18.8,-638.0,0.145,5.79
2021-09-13,-1.1284,20.95,-642.45,0.1325,5.74
2021-09-14,-1.113,19.37,-638.87,0.1475,5.67
2021-09-15,-1.0766,19.46,-636.29,0.205,5.65
2021-09-16,-1.0877,18.18,-632.71,0.285,5.73
2021-09-17,-1.1185,18.69,-627.07,0.2925,5.71
2021-09-20,-1.1399,20.81,-628.33,0.2475,5.88
2021-09-21,-1.0949,25.71,-617.99,0.3525,6.1
2021-09-22,-1.1087,24.36,-619.6,0.4725,6.08
2021-09-23,-1.0643,20.87,-620.3,0.4425,6.03
2021-09-24,-1.1693,18.63,-625.59,0.33,6.02
2021-09-27,-1.1814,17.75,-621.95,0.2375,5.87
2021-09-28,-1.2092,18.76,-623.07,0.1025,5.84
2021-09-29,-1.2364000000000002,23.25,-619.97,0.0925,6.03
2021-09-30,-1.2275,22.56,-615.46,0.12,6.04
2021-10-01,-1.2118,23.14,-616.35,0.14,6.07
2021-10-04,-1.1978,21.15,-613.17,0.295,6.18
2021-10-05,-1.2013,22.96,-608.16,0.2975,6.08
2021-10-06,-1.2422,21.3,-608.23,0.2875,6.07
2021-10-07,-1.2271,21.0,-603.61,0.2775,6.28
2021-10-08,-1.2673999999999999,19.54,-616.51,0.2625,6.19
2021-10-11,-1.2939999999999998,18.77,-618.41,0.24,5.94
2021-10-12,-1.2939999999999998,20.0,-622.67,0.0925,6.15
2021-10-13,-1.2389999999999999,19.85,-616.76,-0.0825,6.23
2021-10-14,-1.1787999999999998,18.64,-620.04,-0.0225,6.2
2021-10-15,-1.1504999999999999,16.86,-623.21,-0.04,6.2
2021-10-18,-1.1754,16.3,-631.58,-0.1525,6.21
2021-10-19,-1.1748,16.31,-631.29,-0.1175,6.16
2021-10-20,-1.2419,15.7,-636.97,-0.0425,6.19
2021-10-21,-1.2713,15.49,-640.22,-0.0775,6.22
2021-10-22,-1.2466,15.01,-636.23,0.1475,6.13
2021-10-25,-1.179,15.43,-636.31,0.125,6.15
2021-10-26,-1.1954,15.24,-638.35,0.08,6.14
2021-10-27,-1.1683000000000001,15.98,-637.81,0.0475,6.09
2021-10-28,-1.0383999999999998,16.98,-631.34,0.12,6.12
2021-10-29,-1.0909,16.53,-627.99,0.15,6.18
2021-11-01,-1.0551,16.26,-622.43,0.115,6.21
2021-11-02,-1.0565000000000002,16.41,-622.35,0.035,6.29
2021-11-03,-1.0989,16.03,-622.07,0.0675,6.32
2021-11-04,-1.1375,15.1,-621.34,0.045,6.18
2021-11-05,-1.1018,15.44,-624.34,0.095,6.11
2021-11-08,-1.0505,16.48,-622.2,0.1075,6.15
2021-11-09,-1.0471,17.22,-624.59,0.11,6.11
2021-11-10,-1.015,17.78,-626.63,0.1575,6.12
2021-11-11,-1.0364,18.73,-627.36,0.145,6.12
2021-11-12,-1.0364,17.66,-630.82,0.115,6.57
2021-11-15,-1.0497999999999998,16.29,-632.84,0.0575,6.51
2021-11-16,-1.0988,16.49,-633.51,0.055,6.54
2021-11-17,-1.1156,16.37,-635.35,-0.0225,6.78
2021-11-18,-1.091,17.11,-633.58,0.01,6.8
2021-11-19,-1.0834,17.59,-627.18,0.12,6.71
2021-11-22,-1.0394999999999999,17.91,-624.9,0.41,6.74
2021-11-23,-1.0393999999999999,19.17,-621.17,0.25,6.91
2021-11-24,-1.0509,19.38,-618.14,0.2125,6.95
2021-11-25,-0.9943000000000001,18.58,-617.05,0.205,6.98
2021-11-26,-0.9943000000000001,18.58,-617.81,0.205,7.0
2021-11-29,-0.9751000000000001,28.62,-602.3,1.77,6.97
2021-11-30,-1.0144,22.96,-600.29,1.5325,7.01
2021-12-01,-0.8793,27.19,-597.06,1.175,7.17
2021-12-02,-0.8523999999999999,31.12,-604.17,0.9625,7.2
2021-12-03,-0.8316999999999999,27.95,-609.16,1.0525,7.15
2021-12-06,-0.7556999999999999,30.67,-603.46,1.0925,6.96
2021-12-07,-0.8029999999999999,27.18,-598.23,1.0625,7.12
2021-12-08,-0.7841,21.89,-608.89,0.9025,7.05
2021-12-09,-0.8397000000000001,19.9,-611.59,0.8275,7.0
2021-12-10,-0.8113000000000001,21.58,-614.91,0.7825,7.12
2021-12-13,-0.8294,18.69,-610.39,0.7425,7.09
2021-12-14,-0.7832,20.31,-606.51,0.7375,6.9
2021-12-15,-0.7843,21.89,-602.33,0.7525,6.9
2021-12-16,-0.7933999999999999,19.29,-598.59,0.6625,6.92
2021-12-17,-0.7978000000000001,20.57,-603.39,0.5975,6.44
2021-12-20,-0.7645,21.57,-599.67,0.7425,6.51
2021-12-21,-0.7908000000000001,22.87,-586.9,0.8175,6.58
2021-12-22,-0.7952,21.01,-593.65,0.6875,6.57
2021-12-23,-0.7909,18.63,-596.74,0.6575,6.48
2021-12-24,-0.8045999999999999,17.96,-601.54,0.555,6.42
2021-12-27,-0.8045999999999999,17.96,-602.02,0.5625,6.34
2021-12-28,-0.7769,17.68,-602.63,0.565,6.31
2021-12-29,-0.7306999999999999,17.54,-605.28,0.5375,6.33
2021-12-30,-0.8035000000000001,16.95,-601.29,0.55,6.26
2021-12-31,-0.7838999999999999,17.33,-603.69,0.5525,6.18
2022-01-03,-0.7779,17.22,-608.27,0.545,6.11
2022-01-04,-0.8601999999999999,16.6,-609.01,0.5025,6.04
2022-01-05,-0.8874,16.91,-609.73,0.2625,6.09
2022-01-06,-0.8796,19.73,-603.7,0.2875,6.03
2022-01-07,-0.8555,19.61,-600.94,0.4025,5.99
2022-01-10,-0.8999,18.76,-605.4,0.46,6.08
2022-01-11,-0.8659,19.4,-608.44,0.5675,6.0
2022-01-12,-0.8532000000000001,18.41,-613.76,0.53,6.15
2022-01-13,-0.8238999999999999,17.62,-625.77,0.5725,6.07
2022-01-14,-0.8111999999999999,20.31,-623.86,0.6475,6.1
2022-01-17,-0.8173,19.19,-620.98,0.825,6.17
2022-01-18,-0.8173,19.19,-619.47,0.73,6.2
2022-01-19,-0.831,22.79,-613.14,0.66,6.27
2022-01-20,-0.8074000000000001,23.85,-612.29,0.675,6.33
2022-01-21,-0.7791000000000001,25.59,-620.16,0.725,6.33
2022-01-24,-0.7566999999999999,28.85,-614.51,0.885,6.48
2022-01-25,-0.7996,29.9,-603.58,0.995,6.66
2022-01-26,-0.7514999999999998,31.16,-597.8,0.935,6.73
2022-01-27,-0.7132999999999998,31.96,-598.29,0.81,6.61
2022-01-28,-0.6112000000000002,30.49,-588.73,0.745,6.62
2022-01-31,-0.6071,27.66,-588.31,0.67,6.69
2022-02-01,-0.5979999999999999,24.83,-596.75,0.655,6.7
2022-02-02,-0.6224000000000001,21.96,-599.61,0.685,6.72
2022-02-03,-0.6215999999999999,22.09,-599.23,0.715,6.69
2022-02-04,-0.6347,24.35,-597.82,0.7,6.8
2022-02-07,-0.5986,23.22,-603.18,0.715,6.91
2022-02-08,-0.6255999999999999,22.86,-602.3,0.7,6.96
2022-02-09,-0.6218000000000001,21.44,-602.54,0.7,6.88
2022-02-10,-0.5771,19.96,-612.42,0.75,6.79
2022-02-11,-0.45079999999999987,23.91,-618.06,0.605,6.83
2022-02-14,-0.4374,27.36,-612.84,1.16,7.1
2022-02-15,-0.4131,28.33,-603.02,1.47,7.57
2022-02-16,-0.4660000000000002,25.7,-607.33,1.245,6.51
2022-02-17,-0.5173999999999999,24.29,-614.83,1.21,7.12
2022-02-18,-0.4953000000000001,28.11,-614.2,1.3625,7.11
2022-02-21,-0.46320000000000006,27.75,-608.71,1.265,7.27
2022-02-22,-0.46320000000000006,27.75,-602.64,1.3,7.47
2022-02-23,-0.38990000000000014,28.81,-596.31,1.19,7.27
2022-02-24,-0.38960000000000017,31.02,-596.44,0.955,7.55
2022-02-25,-0.38359999999999994,30.32,-570.75,1.205,7.27
2022-02-28,-0.3919999999999999,27.59,-579.21,1.01,7.32
2022-03-01,-0.39270000000000005,30.15,-578.91,1.1075,7.74
2022-03-02,-0.38680000000000003,33.32,-581.45,1.3775,8.66
2022-03-03,-0.3647,30.74,-577.51,1.3575,8.27
2022-03-04,-0.3105,30.48,-579.6,1.3475,8.87
2022-03-07,-0.2547999999999999,31.98,-565.97,1.735,8.85
2022-03-08,-0.22310000000000008,36.45,-547.42,1.5175,9.85
2022-03-09,-0.2468999999999999,35.13,-541.87,1.36,9.23
2022-03-10,-0.2733000000000001,32.45,-539.57,1.18,9.09
2022-03-11,-0.2901,30.23,-545.56,1.0925,8.69
2022-03-14,-0.24370000000000003,30.75,-537.21,0.9225,8.78
2022-03-15,-0.2721,31.77,-522.08,0.6225,9.05
2022-03-16,-0.2946,29.83,-508.14,0.54,8.9
2022-03-17,-0.2469999999999999,26.67,-535.2,0.3875,8.74
2022-03-18,-0.2567999999999999,25.67,-554.98,0.51,8.74
2022-03-21,-0.21320000000000006,23.87,-556.01,0.365,8.24
2022-03-22,-0.17430000000000012,23.53,-552.23,0.355,8.04
2022-03-23,-0.21839999999999993,22.94,-560.25,-0.005,8.05
2022-03-24,-0.19560000000000022,23.57,-564.94,0.1075,8.03
2022-03-25,-0.23309999999999986,21.67,-563.09,-0.235,8.06
2022-03-28,-0.20350000000000001,20.81,-557.23,-0.0375,8.11
2022-03-29,-0.1307999999999998,19.63,-557.19,-0.405,8.43
2022-03-30,-0.02980000000000027,18.9,-563.0,0.01,8.33
2022-03-31,-0.042500000000000426,19.33,-569.56,0.0875,8.03
2022-04-01,-0.0035000000000002807,20.56,-565.84,0.0925,8.16
2022-04-04,0.07419999999999982,19.63,-567.86,-0.1125,8.18
2022-04-05,0.027000000000000135,18.57,-575.72,-0.125,8.11
2022-04-06,-0.03299999999999992,21.03,-573.33,-0.0825,8.45
2022-04-07,-0.1261000000000001,22.1,-566.35,-0.125,8.56
2022-04-08,-0.19830000000000014,21.55,-558.24,-0.05,8.45
2022-04-11,-0.18850000000000033,21.16,-559.17,-0.0825,8.34
2022-04-12,-0.28259999999999996,24.37,-551.2,-0.1825,8.34
2022-04-13,-0.3158999999999996,24.26,-550.53,-0.1675,8.35
2022-04-14,-0.3506,21.82,-555.02,-0.3175,8.29
2022-04-15,-0.37360000000000015,22.7,-554.51,-0.195,8.05
2022-04-18,-0.37360000000000015,22.7,-552.29,-0.2775,8.18
2022-04-19,-0.40470000000000006,22.17,-549.26,-0.3,8.16
2022-04-20,-0.34460000000000024,21.37,-543.97,-0.3625,8.25
2022-04-21,-0.25669999999999993,20.32,-543.84,-0.1425,8.24
2022-04-22,-0.22730000000000006,22.68,-539.52,-0.0525,8.39
2022-04-25,-0.23150000000000004,28.21,-533.92,0.035,8.62
2022-04-26,-0.19409999999999972,27.02,-519.28,0.6925,8.61
2022-04-27,-0.24319999999999986,33.52,-520.95,0.75,8.71
2022-04-28,-0.24079999999999968,31.6,-518.17,0.5725,9.35
2022-04-29,-0.20509999999999984,29.99,-523.22,-0.09,9.74
2022-05-02,-0.2190000000000003,33.4,-534.36,-0.15,10.12
2022-05-03,-0.24950000000000028,32.34,-532.6,-0.2075,10.16
2022-05-04,-0.18880000000000008,29.25,-530.97,-0.2625,10.17
2022-05-05,-0.2923,25.42,-528.32,-0.1675,9.99
2022-05-06,-0.3331000000000004,31.2,-525.81,-0.55,9.49
2022-05-09,-0.39570000000000016,30.19,-512.33,-0.53,10.61
2022-05-10,-0.43999999999999995,34.75,-503.99,-0.34,10.61
2022-05-11,-0.37840000000000007,32.99,-500.29,-0.0975,10.6
2022-05-12,-0.28359999999999985,32.56,-502.28,0.185,9.74
2022-05-13,-0.28869999999999996,31.77,-490.68,0.9225,10.36
2022-05-16,-0.3405,28.87,-498.99,0.5225,10.35
2022-05-17,-0.31240000000000023,27.47,-500.5,0.5175,10.37
2022-05-18,-0.2857000000000003,26.1,-512.12,0.41,9.76
2022-05-19,-0.2145999999999999,30.96,-513.31,0.7575,9.61
2022-05-20,-0.22970000000000024,29.35,-504.36,1.0325,10.1
2022-05-23,-0.2003999999999997,29.43,-514.63,0.855,9.91
2022-05-24,-0.23099999999999987,28.48,-514.28,0.7375,9.57
2022-05-25,-0.27190000000000003,29.45,-506.13,0.935,9.46
2022-05-26,-0.2533000000000003,28.37,-507.46,0.735,9.43
2022-05-27,-0.2711000000000001,27.5,-509.15,0.685,9.41
2022-05-30,-0.262,25.72,-519.3,0.5725,9.1
2022-05-31,-0.262,26.54,-530.25,0.4825,8.63
2022-06-01,-0.28759999999999986,26.19,-536.72,0.2475,8.49
2022-06-02,-0.2642000000000002,25.69,-531.98,0.0675,8.56
2022-06-03,-0.278,24.72,-528.84,0.1075,8.75
2022-06-06,-0.28069999999999995,24.79,-528.5,0.0775,8.62
2022-06-07,-0.31369999999999987,25.07,-533.82,-0.0175,8.65
2022-06-08,-0.24709999999999965,24.02,-528.73,-0.2525,9.01
2022-06-09,-0.24760000000000026,23.96,-535.13,-0.38,9.05
2022-06-10,-0.2304999999999997,26.09,-531.87,-0.345,9.26
2022-06-13,-0.09229999999999983,27.75,-525.69,-0.15,9.37
2022-06-14,-0.005700000000000038,34.02,-506.68,0.6025,10.5
2022-06-15,-0.0466000000000002,32.69,-507.4,0.74,10.9
2022-06-16,-0.09310000000000018,29.62,-508.63,0.975,10.65
2022-06-17,-0.10189999999999966,32.95,-502.86,1.9625,10.9
2022-06-20,-0.04709999999999992,31.13,-501.16,0.73,10.6
2022-06-21,-0.04709999999999992,31.03,-499.16,0.72,10.92
2022-06-22,-0.07860000000000023,30.19,-507.52,0.8775,10.63
2022-06-23,-0.10020000000000007,28.95,-496.0,1.09,10.63
2022-06-24,-0.07250000000000023,29.05,-497.21,1.2825,10.53
2022-06-27,-0.06689999999999996,27.23,-505.15,1.495,10.43
2022-06-28,-0.07850000000000001,26.95,-513.46,1.6025,9.94
2022-06-29,-0.061900000000000066,28.36,-514.81,1.4625,9.68
2022-06-30,-0.0506000000000002,28.16,-507.21,1.365,9.87
2022-07-01,-0.0596000000000001,28.71,-501.05,1.395,10.29
2022-07-04,-0.04740000000000011,26.7,-497.16,1.63,10.68
2022-07-05,-0.04740000000000011,27.53,-497.66,1.595,10.51
2022-07-06,0.0129999999999999,27.54,-497.14,1.6325,10.51
2022-07-07,0.07379999999999987,26.73,-492.07,1.695,11.09
2022-07-08,0.019600000000000062,26.08,-499.15,1.4175,11.22
2022-07-11,0.024399999999999977,24.64,-501.83,1.3925,11.22
2022-07-12,0.07900000000000018,26.17,-492.63,1.1025,10.77
2022-07-13,0.08040000000000003,27.29,-485.79,1.32,11.35
2022-07-14,0.22109999999999985,26.82,-487.4,1.335,11.05
2022-07-15,0.1726000000000001,26.4,-485.05,1.055,11.3
2022-07-18,0.20489999999999986,24.23,-483.32,1.0125,11.82
2022-07-19,0.18889999999999985,25.3,-492.7,1.0125,11.24
2022-07-20,0.21649999999999991,24.5,-492.45,1.005,11.29
2022-07-21,0.20069999999999988,23.88,-495.82,0.905,10.84
2022-07-22,0.21030000000000015,23.11,-497.94,0.6575,10.62
2022-07-25,0.21960000000000024,23.03,-497.8,1.075,10.81
2022-07-26,0.22019999999999973,23.36,-496.17,1.1075,10.79
2022-07-27,0.246,24.69,-497.71,1.1725,10.3
2022-07-28,0.21300000000000008,23.24,-497.75,0.8375,10.58
2022-07-29,0.18630000000000013,22.33,-501.68,1.1075,10.4
2022-08-01,0.23570000000000002,21.33,-499.82,1.14,10.44
2022-08-02,0.29689999999999994,22.84,-500.55,1.1925,10.29
2022-08-03,0.3025000000000002,23.93,-495.18,1.09,10.16
2022-08-04,0.36050000000000004,21.95,-495.96,0.635,10.29
2022-08-05,0.35440000000000005,21.44,-500.44,0.4325,10.32
2022-08-08,0.3988999999999998,21.15,-504.63,0.3425,10.13
2022-08-09,0.4480999999999997,21.29,-504.13,0.315,9.98
2022-08-10,0.4923000000000002,21.77,-504.08,0.25,9.77
2022-08-11,0.43320000000000025,19.74,-501.93,0.485,9.58
2022-08-12,0.3309000000000002,20.2,-510.6,0.3875,9.14
2022-08-15,0.41100000000000003,19.53,-512.95,0.37,9.06
2022-08-16,0.3943000000000003,19.95,-512.05,0.39,9.16
2022-08-17,0.45330000000000004,19.69,-511.69,0.315,9.77
2022-08-18,0.38800000000000034,19.9,-512.41,0.15,9.82
2022-08-19,0.3151999999999999,19.56,-509.43,0.1275,10.13
2022-08-22,0.2616999999999998,20.6,-505.38,-0.2175,10.54
2022-08-23,0.2951999999999999,23.8,-500.58,-0.27,10.83
2022-08-24,0.25360000000000005,24.11,-499.42,-0.2275,11.02
2022-08-25,0.28659999999999997,22.82,-497.24,-0.1325,10.78
2022-08-26,0.34030000000000005,21.78,-506.56,0.195,10.72
2022-08-29,0.3556999999999997,25.56,-508.12,0.1775,10.46
2022-08-30,0.3208000000000002,26.21,-500.63,0.0325,10.55
2022-08-31,0.3391000000000002,26.21,-501.2,0.065,10.49
2022-09-01,0.3003,25.87,-501.91,0.065,10.37
2022-09-02,0.2461000000000002,25.56,-492.87,-0.09,10.66
2022-09-05,0.1979000000000002,25.47,-490.8,-0.0625,10.86
2022-09-06,0.1979000000000002,25.99,-488.71,-0.0225,10.91
2022-09-07,0.15369999999999973,26.91,-487.42,-0.335,10.83
2022-09-08,0.16739999999999977,24.64,-483.08,-0.14,11.28
2022-09-09,0.18649999999999967,23.61,-483.49,0.04,10.93
2022-09-12,0.24680000000000035,22.79,-490.15,0.2025,10.7
2022-09-13,0.2136,23.87,-494.65,0.4225,10.57
2022-09-14,0.34799999999999986,27.27,-495.11,0.395,10.38
2022-09-15,0.3837999999999999,26.16,-486.42,1.0275,10.89
2022-09-16,0.41569999999999974,26.27,-484.52,1.04,10.88
2022-09-19,0.4177000000000004,26.3,-477.23,1.29,11.06
2022-09-20,0.44530000000000003,25.76,-474.43,1.315,11.15
2022-09-21,0.40349999999999975,27.16,-478.35,1.1175,10.97
2022-09-22,0.5185,27.99,-471.25,1.16,11.36
2022-09-23,0.4084000000000003,27.35,-466.48,0.985,11.32
2022-09-26,0.5165000000000002,29.92,-458.0,1.3375,11.1
2022-09-27,0.41620000000000035,32.26,-449.29,1.66,13.55
2022-09-28,0.33779999999999966,32.6,-450.97,1.5125,13.14
2022-09-29,0.40370000000000017,30.18,-442.95,1.4525,13.78
2022-09-30,0.40680000000000005,31.84,-441.8,1.575,13.59
2022-10-03,0.45009999999999994,31.62,-443.07,1.5575,13.04
2022-10-04,0.47470000000000034,30.1,-443.26,1.435,12.6
2022-10-05,0.4597000000000002,29.07,-452.12,1.5425,11.85
2022-10-06,0.3953000000000002,28.55,-460.16,1.58,12.18
2022-10-07,0.4321999999999999,30.52,-460.71,1.495,12.38
2022-10-10,0.4264000000000001,31.36,-454.23,1.545,12.88
2022-10-11,0.4264000000000001,32.45,-447.68,1.53,12.98
2022-10-12,0.35879999999999956,33.63,-437.49,1.525,13.02
2022-10-13,0.39490000000000025,33.57,-437.91,1.4725,13.28
2022-10-14,0.52,31.94,-432.44,1.065,13.15
2022-10-17,0.47750000000000004,32.02,-436.9,0.6575,12.82
2022-10-18,0.43290000000000006,31.37,-438.15,0.81,13.0
2022-10-19,0.4220000000000006,30.5,-444.88,0.7725,12.38
2022-10-20,0.4228000000000005,30.76,-438.23,0.9675,12.37
2022-10-21,0.3817000000000004,29.98,-437.66,0.99,12.73
2022-10-24,0.2555999999999994,29.69,-437.8,1.6375,12.56
2022-10-25,0.2622,29.85,-426.52,1.775,12.61
2022-10-26,0.375,28.46,-427.41,1.815,12.16
2022-10-27,0.40110000000000046,27.28,-431.12,1.8625,11.48
2022-10-28,0.35539999999999994,27.39,-435.02,1.4575,11.31
2022-10-31,0.40190000000000037,25.75,-427.99,0.66,11.5
2022-11-01,0.43460000000000054,25.88,-429.31,0.6575,11.65
2022-11-02,0.5027999999999997,25.81,-439.16,0.665,11.56
2022-11-03,0.5191999999999997,25.86,-441.92,0.625,11.65
2022-11-04,0.5669000000000004,25.3,-435.82,0.495,11.63
2022-11-07,0.5,24.55,-448.02,0.4975,11.76
2022-11-08,0.5082000000000004,24.35,-454.3,0.515,11.6
2022-11-09,0.5271999999999997,25.54,-455.64,0.58,11.31
2022-11-10,0.4872000000000005,26.09,-455.81,0.625,11.1
2022-11-11,0.5195999999999996,23.53,-450.4,0.6875,11.24
2022-11-14,0.5195999999999996,22.52,-473.75,1.3375,10.85
2022-11-15,0.5351999999999997,23.73,-475.82,0.975,11.09
2022-11-16,0.5685999999999996,24.54,-486.41,0.75,11.08
2022-11-17,0.6649999999999996,24.11,-483.2,0.6475,11.11
2022-11-18,0.6863000000000001,23.93,-477.18,0.53,11.02
2022-11-21,0.7040999999999995,23.12,-477.51,0.55,11.22
2022-11-22,0.7253999999999996,22.36,-471.48,0.5275,10.91
2022-11-23,0.7585999999999999,21.29,-470.09,0.5975,11.06
2022-11-24,0.7845999999999997,20.35,-472.57,0.69,10.95
2022-11-25,0.7845999999999997,20.42,-479.31,0.9225,10.94
2022-11-28,0.7750000000000004,20.5,-477.07,1.015,10.99
2022-11-29,0.7569000000000004,22.21,-471.9,1.2375,10.95
2022-11-30,0.7291000000000003,21.89,-483.16,1.2725,10.89
2022-12-01,0.7048000000000001,20.58,-492.99,1.2025,10.87
2022-12-02,0.7227999999999999,19.84,-496.05,1.3425,10.76
2022-12-05,0.7854999999999999,19.06,-493.8,1.335,10.59
2022-12-06,0.8138000000000005,20.75,-499.08,1.1975,10.71
2022-12-07,0.8349999999999995,22.17,-493.41,1.205,10.63
2022-12-08,0.8392,22.68,-486.23,1.1525,10.59
2022-12-09,0.8257999999999996,22.29,-491.54,1.13,10.35
2022-12-12,0.7659999999999996,22.83,-496.18,1.04,9.85
2022-12-13,0.7641,25.0,-488.77,0.9925,10.09
2022-12-14,0.7171000000000003,22.55,-489.64,0.9325,9.6889
2022-12-15,0.7321000000000004,21.14,-493.96,0.81,8.7145
2022-12-16,0.7899000000000003,22.83,-487.25,0.715,8.5695
2022-12-19,0.6960999999999999,22.62,-485.77,0.855,9.0903
2022-12-20,0.6711,22.42,-485.96,0.9575,9.1666
2022-12-21,0.5706999999999995,21.48,-482.69,1.915,9.5098
2022-12-22,0.5507,20.07,-483.65,1.745,9.4796
2022-12-23,0.5928,21.97,-489.29,1.6775,9.5089
2022-12-26,0.5739000000000005,20.87,-484.6,1.585,9.6737
2022-12-27,0.5739000000000005,20.87,-485.47,1.6875,9.6737
2022-12-28,0.5330000000000004,21.65,-486.95,1.685,9.6669
2022-12-29,0.4685000000000006,22.14,-487.98,1.6325,9.6384
2022-12-30,0.5470000000000006,21.44,-486.6,1.715,9.7146
2023-01-02,0.5509999999999997,21.67,-486.06,1.735,9.7977
2023-01-03,0.5509999999999997,21.67,-485.94,1.79,9.7977
2023-01-04,0.6310000000000002,22.9,-489.23,1.8475,10.0239
2023-01-05,0.6706999999999996,22.01,-495.16,1.5325,9.898
2023-01-06,0.7395,22.46,-500.15,1.385,9.9253
2023-01-09,0.6894,21.13,-502.52,1.42,9.898
2023-01-10,0.6756000000000002,21.97,-515.19,1.3575,10.2
2023-01-11,0.6284000000000005,20.58,-515.47,1.18,10.02
2023-01-12,0.6787000000000001,21.09,-516.91,1.185,9.95
2023-01-13,0.7047000000000003,18.83,-517.65,1.79,10.24
2023-01-16,0.7286000000000001,18.35,-523.51,1.8075,10.25
2023-01-17,0.7286000000000001,19.49,-524.1,1.62,10.13
2023-01-18,0.6570999999999998,19.36,-522.31,1.5125,10.12
2023-01-19,0.7126999999999994,20.34,-523.68,1.185,9.87
2023-01-20,0.7349000000000001,20.52,-522.59,1.2125,9.67
2023-01-23,0.6915000000000004,19.85,-526.83,1.0225,9.68
2023-01-24,0.7176000000000005,19.81,-528.07,0.9425,9.58
2023-01-25,0.7576,19.2,-528.33,0.91,9.47
2023-01-26,0.6833999999999998,19.08,-529.38,0.9725,9.47
2023-01-27,0.6879,18.73,-535.08,0.9325,9.63
2023-01-30,0.6955,18.51,-534.44,0.995,9.67
2023-01-31,0.6974999999999998,19.94,-530.81,1.0825,9.54
2023-02-01,0.6942000000000004,19.4,-524.44,1.095,9.73
2023-02-02,0.6897000000000002,17.87,-530.18,1.09,9.85
2023-02-03,0.7114999999999996,18.73,-531.59,1.125,9.85
2023-02-06,0.7639999999999998,18.33,-528.12,0.9375,9.35
2023-02-07,0.8325000000000005,19.43,-515.8,0.9275,9.72
2023-02-08,0.7909000000000002,18.66,-516.32,0.95,9.85
2023-02-09,0.8109999999999999,19.63,-518.93,0.8975,9.4
2023-02-10,0.8241,20.71,-520.94,0.9925,9.39
2023-02-13,0.7850000000000001,20.53,-515.43,1.445,9.66
2023-02-14,0.8159000000000001,20.34,-515.38,1.035,9.67
2023-02-15,0.8719000000000001,18.91,-515.89,0.9325,9.27
2023-02-16,0.8259999999999996,18.23,-511.09,0.95,9.37
2023-02-17,0.7791999999999999,20.17,-514.29,0.975,9.16
2023-02-20,0.8021000000000003,20.02,-508.34,0.94,9.41
2023-02-21,0.8021000000000003,21.23,-511.28,1.005,9.17
2023-02-22,0.7700999999999998,22.87,-506.19,1.0575,9.17
2023-02-23,0.7776999999999998,22.29,-499.52,1.0875,9.23
2023-02-24,0.8206000000000002,21.14,-502.45,1.235,9.13
2023-02-27,0.8704000000000001,21.67,-494.4,1.29,9.12
2023-02-28,0.8641999999999999,20.95,-492.06,1.3375,9.08
